Отметка времени,Расход,Доход,Комментарии,Ресурсы,Группы,Адрес электронной почты,,,
02.02.2017 8:18:00,,2000,,Сбербанк Маша,ПлюсКарта,,,,
02.02.2017 8:18:18,288,,,Сбербанк Маша,Продукты,,,,
02.02.2017 8:18:39,312,,,Сбербанк Маша,Продукты,,,,
02.02.2017 8:18:49,100,,,НАЛ,Продукты,,,,
02.02.2017 8:19:09,301,,,ВТБ,Парфюмерия & косметика,,,,
02.02.2017 8:19:23,153,,,НАЛ,Продукты,,,,
02.02.2017 8:20:38,1800,,,Сбербанк Маша,МинусКарта,,,,
02.02.2017 8:20:49,,1800,,НАЛ,ПлюсНалик,,,,
02.02.2017 8:29:33,,800,возврат за билеты в третьяковку,Сбербанк зарплата,Сбербанк зарплата,,,,
02.02.2017 8:29:50,250,,,НАЛ,Обед,,,,
02.02.2017 8:30:41,1000,,,Сбербанк зарплата,МинусКарта,,,,
02.02.2017 8:30:53,,1000,,НАЛ,ПлюсНалик,,,,
03.02.2017 2:30:36,350,,,Сбербанк Маша,Мобильная связь,,,,
03.02.2017 2:31:21,123,,,Сбербанк Маша,CORR,,,,
03.02.2017 2:52:15,100,,,НАЛ,Продукты,,,,
03.02.2017 2:52:26,100,,,НАЛ,Транспорт,,,,
04.02.2017 5:40:12,4580,,,Сбербанк кредит,Продукты,,,,
04.02.2017 5:41:04,250,,,НАЛ,Обед,,,,
04.02.2017 5:43:16,500,,,НАЛ,CORR,,,,
05.02.2017 0:07:08,350,,,Сбербанк кредит,Продукты,,,,
06.02.2017 5:28:50,400,,ДР коллеги,НАЛ,Подарки,,,,
06.02.2017 19:38:10,250,,,НАЛ,Обед,,,,
06.02.2017 19:39:50,130,,вилки электрические,НАЛ,Развлечения,,,,
06.02.2017 19:40:02,31,,,НАЛ,Продукты,,,,
06.02.2017 19:41:39,120,,,НАЛ,CORR,,,,
07.02.2017 2:17:14,250,,,НАЛ,Обед,,,,
07.02.2017 2:22:34,200,,,ВТБ,МинусКарта,,,,
07.02.2017 2:22:51,,200,,НАЛ,ПлюсНалик,,,,
07.02.2017 2:23:16,120,,,НАЛ,Обед,,,,
07.02.2017 7:32:15,200,,,НАЛ,Подарки,,,,
07.02.2017 19:54:19,,24400,,Сбербанк зарплата,Сбербанк зарплата,,,,
07.02.2017 19:55:16,750,,годовое обслужи вание новой карты,Сбербанк зарплата,Непредвиденные расходы,,,,
07.02.2017 19:55:42,7000,,,Сбербанк зарплата,МинусКарта,,,,
07.02.2017 19:56:01,,7000,,Сбербанк Маша,ПлюсКарта,,,,
07.02.2017 19:56:34,100,,циркуль,НАЛ,Дашины занятия,,,,
07.02.2017 23:13:17,1500,,,Сбербанк Маша,МинусКарта,,,,
07.02.2017 23:13:38,,1500,,НАЛ,ПлюсНалик,,,,
07.02.2017 23:22:31,200,,Даша,Сбербанк Маша,Обед,,,,
07.02.2017 23:42:54,4000,,,Сбербанк Маша,На отпуск,,,,
07.02.2017 23:43:47,,4000,,"Отпуск, накопления",ПлюсОтпуск,,,,
08.02.2017 8:35:06,200,,,НАЛ,Подарки,,,,
08.02.2017 8:35:19,375,,,Сбербанк Маша,Обед,,,,
08.02.2017 8:35:36,115,,кофе,НАЛ,Обед,,,,
08.02.2017 8:35:52,560,,,Сбербанк Маша,Продукты,,,,
08.02.2017 8:36:02,1200,,,НАЛ,Продукты,,,,
08.02.2017 8:38:04,169,,,Сбербанк Маша,Развлечения,,,,
08.02.2017 8:58:10,3000,,,Сбербанк зарплата,МинусКарта,,,,
08.02.2017 8:58:25,,3000,,НАЛ,ПлюсНалик,,,,
08.02.2017 8:58:58,1000,,,НАЛ,Дашины занятия,,,,
08.02.2017 10:03:40,5370,,Билеты в СПб,Сбербанк зарплата,Развлечения,,,,
09.02.2017 3:10:24,250,,,НАЛ,Обед,,,,
09.02.2017 5:56:11,250,,,НАЛ,Обед,,,,
09.02.2017 5:56:46,,28795,,ВТБ,ВТБ,,,,
09.02.2017 6:03:19,"8051,51",,,ВТБ,Коммунальные расходы,,,,
09.02.2017 7:56:59,4000,,,ВТБ,МинусКарта,,,,
09.02.2017 7:57:15,,4000,,НАЛ,ПлюсНалик,,,,
09.02.2017 7:57:31,1941,,,ВТБ,Коммунальные расходы,,,,
09.02.2017 8:12:57,3000,,,ВТБ,Развлечения,,,,
09.02.2017 22:47:36,,1500,Света отдала за билет,Сбербанк Маша,ПлюсКарта,,,,
10.02.2017 0:39:56,300,,,ВТБ,Мобильная связь,,,,
10.02.2017 0:40:12,250,,Даша,Сбербанк Маша,Обед,,,,
10.02.2017 0:40:26,100,,Каша,НАЛ,Обед,,,,
10.02.2017 3:20:48,250,,,НАЛ,Обед,,,,
10.02.2017 4:03:20,50,,,Сбербанк Маша,Обед,,,,
10.02.2017 4:03:33,300,,,НАЛ,Обед,,,,
10.02.2017 9:39:32,837,,,ВТБ,Продукты,,,,
10.02.2017 10:35:53,,105000,,Сбербанк зарплата,Сбербанк зарплата,,,,
10.02.2017 23:20:35,1500,,,НАЛ,Дашины занятия,,,,
11.02.2017 2:32:09,1300,,Даша,ВТБ,Одежда,,,,
11.02.2017 2:32:19,1266,,,ВТБ,Продукты,,,,
11.02.2017 2:34:13,80,,,ВТБ,CORR,,,,
11.02.2017 4:34:05,500,,,НАЛ,Коммунальные расходы,,,,
11.02.2017 11:57:56,800,,Пиво с Олевичем,НАЛ,Развлечения,,,,
11.02.2017 23:48:30,600,,,НАЛ,Продукты,,,,
11.02.2017 23:48:48,2000,,,ВТБ,Одежда,,,,
11.02.2017 23:49:04,574,,,ВТБ,Обед,,,,
12.02.2017 6:49:36,3450,,,ВТБ,Одежда,,,,
12.02.2017 6:49:49,6000,,,Сбербанк кредит,Одежда,,,,
12.02.2017 6:50:29,4138,,,Сбербанк зарплата,Продукты,,,,
12.02.2017 6:52:37,11000,,,Сбербанк зарплата,МинусКарта,,,,
12.02.2017 6:52:54,,11000,,Сбербанк кредит,ПлюсКарта,,,,
12.02.2017 7:00:42,660,,,НАЛ,CORR,,,,
12.02.2017 7:15:48,1500,,,Сбербанк зарплата,Мобильная связь,,,,
13.02.2017 2:48:23,100,,,НАЛ,Обед,,,,
13.02.2017 2:48:55,550,,,ВТБ,Обед,,,,
13.02.2017 5:39:12,69000,,,Сбербанк зарплата,МинусКарта,,,,
13.02.2017 5:39:26,,69000,,НАЛ,ПлюсНалик,,,,
13.02.2017 5:39:37,250,,,НАЛ,Обед,,,,
13.02.2017 5:41:58,68000,,,НАЛ,Ипотека,,,,
13.02.2017 11:09:29,268,,,Сбербанк зарплата,Продукты,,,,
13.02.2017 11:09:50,66,,,НАЛ,Медицина,,,,
13.02.2017 11:10:28,200,,,НАЛ,Продукты,,,,
14.02.2017 0:41:59,1000,,,Сбербанк Маша,Дашины занятия,,,,
14.02.2017 0:42:09,200,,,НАЛ,Обед,,,,
14.02.2017 2:55:45,250,,,НАЛ,Обед,,,,
14.02.2017 2:56:40,2100,,,Сбербанк зарплата,"Бытовая техника, мебель",,,,
14.02.2017 10:44:04,145,,мороженное,НАЛ,Обед,,,,
14.02.2017 10:44:33,150,,,НАЛ,Подарки,,,,
14.02.2017 10:45:05,8098,,,Сбербанк кредит,Развлечения,,,,
15.02.2017 3:30:57,250,,,НАЛ,Обед,,,,
15.02.2017 3:50:26,250,,,НАЛ,Обед,,,,
15.02.2017 3:50:39,,1000,,НАЛ,ПлюсНалик,,,,
15.02.2017 3:50:55,1000,,,Сбербанк зарплата,МинусКарта,,,,
15.02.2017 7:56:36,4000,,,Сбербанк зарплата,МинусКарта,,,,
15.02.2017 7:56:48,,4000,,Сбербанк Маша,ПлюсКарта,,,,
15.02.2017 7:57:10,1093,,,Сбербанк Маша,Продукты,,,,
15.02.2017 7:57:33,1000,,,Сбербанк Маша,Дашины занятия,,,,
15.02.2017 7:57:46,1000,,,Сбербанк Маша,МинусКарта,,,,
15.02.2017 7:58:01,,1000,,НАЛ,ПлюсНалик,,,,
15.02.2017 8:01:25,70,,,Сбербанк Маша,CORR,,,,
15.02.2017 23:09:06,200,,Завтрак,НАЛ,Обед,,,,
16.02.2017 0:44:33,150,,Даша,Сбербанк Маша,Обед,,,,
16.02.2017 3:05:32,282,,,НАЛ,Обед,,,,
16.02.2017 3:21:01,250,,,НАЛ,Обед,,,,
16.02.2017 9:19:33,1000,,школа - род.комитет,Сбербанк Маша,Дашины занятия,,,,
16.02.2017 19:28:53,220,,,НАЛ,Развлечения,,,,
16.02.2017 23:45:17,150,,Даша,НАЛ,Продукты,,,,
17.02.2017 4:04:55,2790,,,Сбербанк зарплата,МинусКарта,,,,
17.02.2017 4:05:06,,2790,,НАЛ,ПлюсНалик,,,,
17.02.2017 4:05:22,620,,,НАЛ,Обед,,,,
17.02.2017 9:37:04,368,,,НАЛ,Продукты,,,,
17.02.2017 10:10:20,150,,,НАЛ,Обед,,,,
18.02.2017 2:48:08,3484,,,Сбербанк зарплата,Продукты,,,,
18.02.2017 5:16:23,400,,,НАЛ,Подарки,,,,
18.02.2017 20:49:17,540,,пиво,НАЛ,Развлечения,,,,
18.02.2017 23:08:09,2176,,,Сбербанк зарплата,Авто,,,,
18.02.2017 23:11:04,31112,,,Росбанк кредит,Медицина,,,,
18.02.2017 23:11:56,700,,пицца,Сбербанк Маша,Продукты,,,,
18.02.2017 23:12:17,300,,,ВТБ,Продукты,,,,
19.02.2017 2:38:38,1500,,,НАЛ,Дашины занятия,,,,
19.02.2017 2:38:59,938,,,ВТБ,Продукты,,,,
19.02.2017 7:51:09,3000,,,Сбербанк зарплата,МинусКарта,,,,
19.02.2017 7:51:28,,3000,,НАЛ,ПлюсНалик,,,,
19.02.2017 21:36:47,1000,,,НАЛ,Дашины занятия,,,,
20.02.2017 2:41:56,250,,,НАЛ,Обед,,,,
20.02.2017 2:42:42,,20600,,Сбербанк зарплата,Сбербанк зарплата,,,,
20.02.2017 9:38:09,6000,,,Сбербанк зарплата,МинусКарта,,,,
20.02.2017 9:39:00,,6000,,Сбербанк Маша,ПлюсКарта,,,,
20.02.2017 9:39:23,1700,,,Сбербанк Маша,Транспорт,,,,
20.02.2017 9:40:06,2000,,,Сбербанк Маша,На отпуск,,,,
20.02.2017 9:40:26,,2000,,"Отпуск, накопления",ПлюсОтпуск,,,,
20.02.2017 9:44:32,8100,,,Сбербанк зарплата,МинусКарта,,,,
20.02.2017 9:44:57,,8100,,Сбербанк кредит,ПлюсКарта,,,,
20.02.2017 22:14:41,100,,бусику на дорогу,НАЛ,Дашины занятия,,,,
21.02.2017 3:28:02,,37380,,ВТБ,ВТБ,,,,
21.02.2017 3:51:00,250,,,НАЛ,Обед,,,,
21.02.2017 6:26:30,500,,,НАЛ,Подарки,,,,
21.02.2017 6:26:53,10000,,,ВТБ,МинусКарта,,,,
21.02.2017 6:27:18,,10000,,НАЛ,ПлюсНалик,,,,
21.02.2017 6:27:44,3000,,,НАЛ,Подарки,,,,
21.02.2017 10:40:42,570,,,НАЛ,Продукты,,,,
21.02.2017 10:41:07,5000,,,НАЛ,МинусНалик,,,,
21.02.2017 10:41:27,,5000,,Сбербанк Маша,ПлюсКарта,,,,
21.02.2017 10:41:51,4000,,,Сбербанк Маша,На отпуск,,,,
21.02.2017 10:42:14,,4000,,"Отпуск, накопления",ПлюсОтпуск,,,,
22.02.2017 5:52:51,250,,,НАЛ,Обед,,,,
22.02.2017 7:46:24,900,,,НАЛ,Продукты,,,,
22.02.2017 7:46:46,283,,,НАЛ,Обед,,,,
22.02.2017 7:52:41,250,,,НАЛ,Продукты,,,,
23.02.2017 2:34:27,3000,,,Сбербанк зарплата,Одежда,,,,
23.02.2017 2:34:39,4000,,,ВТБ,Одежда,,,,
23.02.2017 2:35:05,9000,,,ВТБ,МинусКарта,,,,
23.02.2017 2:35:20,,9000,,НАЛ,ПлюсНалик,,,,
23.02.2017 2:35:41,750,,,НАЛ,Продукты,,,,
23.02.2017 2:37:58,220,,,НАЛ,Развлечения,,,,
23.02.2017 2:38:59,2200,,,ВТБ,Непредвиденные расходы,,,,
23.02.2017 2:39:15,150,,,НАЛ,Продукты,,,,
24.02.2017 11:12:54,2000,,,НАЛ,Дашины занятия,,,,
24.02.2017 11:13:05,3800,,,НАЛ,Парикмахерская,,,,
24.02.2017 11:13:23,200,,,НАЛ,Парикмахерская,,,,
24.02.2017 11:13:38,3670,,,ВТБ,Продукты,,,,
24.02.2017 11:16:31,170,,,НАЛ,Продукты,,,,
24.02.2017 22:36:18,1500,,,НАЛ,Дашины занятия,,,,
24.02.2017 22:36:36,484,,,Росбанк кредит,Медицина,,,,
25.02.2017 5:16:53,800,,,НАЛ,Развлечения,,,,
25.02.2017 5:18:02,173,,,Сбербанк Маша,Продукты,,,,
25.02.2017 5:18:16,1500,,,Сбербанк Маша,МинусКарта,,,,
25.02.2017 5:18:30,,1500,,НАЛ,ПлюсНалик,,,,
25.02.2017 5:18:48,542,,,ВТБ,"Бытовая техника, мебель",,,,
25.02.2017 5:19:32,500,,,НАЛ,Продукты,,,,
26.02.2017 20:01:00,1400,,,Сбербанк зарплата,Продукты,,,,
26.02.2017 20:03:17,300,,Книга ,Сбербанк Маша,Развлечения,,,,
26.02.2017 20:03:47,1700,,,ВТБ,Транспорт,,,,
26.02.2017 22:34:39,1700,,,Сбербанк зарплата,Транспорт,,,,
26.02.2017 22:34:58,1000,,,Сбербанк зарплата,МинусКарта,,,,
26.02.2017 22:35:11,,1000,,НАЛ,ПлюсНалик,,,,
27.02.2017 2:48:08,200,, Носочки,НАЛ,Одежда,,,,
27.02.2017 2:48:17,375,,,ВТБ,Обед,,,,
27.02.2017 4:42:31,250,,,НАЛ,Обед,,,,
27.02.2017 4:42:45,84,,,Сбербанк зарплата,CORR,,,,
27.02.2017 9:50:44,2000,,,ВТБ,МинусКарта,,,,
27.02.2017 9:51:02,,2000,,НАЛ,ПлюсНалик,,,,
27.02.2017 9:51:16,1000,,,НАЛ,Дашины занятия,,,,
27.02.2017 9:52:03,350,,,НАЛ,Продукты,,,,
28.02.2017 2:49:01,150,,Даша,Сбербанк Маша,Обед,,,,
28.02.2017 2:49:23,500,,,НАЛ,Обед,,,,
28.02.2017 3:19:53,250,,,НАЛ,Обед,,,,
28.02.2017 3:20:05,300,,,Сбербанк зарплата,Мобильная связь,,,,
28.02.2017 7:04:59,236,,,ВТБ,Продукты,,,,
28.02.2017 9:29:17,750,,Ремонт обуви,НАЛ,"Бытовая техника, мебель",,,,
28.02.2017 9:29:35,300,,,НАЛ,Продукты,,,,
01.03.2017 2:42:24,250,,,НАЛ,Обед,,,,
01.03.2017 5:12:42,100,,,НАЛ,Обед,,,,
01.03.2017 7:52:20,2000,,,ВТБ,МинусКарта,,,,
01.03.2017 7:52:32,,2000,,НАЛ,ПлюсНалик,,,,
01.03.2017 7:52:43,1000,,,НАЛ,Дашины занятия,,,,
01.03.2017 7:52:57,1121,,,ВТБ,Продукты,,,,
01.03.2017 10:53:24,440,,,НАЛ,Развлечения,,,,
01.03.2017 10:53:37,200,,,НАЛ,Продукты,,,,
01.03.2017 10:55:58,100,,,НАЛ,Дашины занятия,,,,
02.03.2017 3:10:05,1000,,,Сбербанк зарплата,МинусКарта,,,,
02.03.2017 3:10:23,,1000,,НАЛ,ПлюсНалик,,,,
02.03.2017 3:10:44,250,,,НАЛ,Обед,,,,
02.03.2017 4:22:44,350,,,НАЛ,Обед,,,,
02.03.2017 9:46:35,700,,,ВТБ,МинусКарта,,,,
02.03.2017 9:46:56,,700,,НАЛ,ПлюсНалик,,,,
02.03.2017 9:47:22,1500,,,Сбербанк Маша,МинусКарта,,,,
02.03.2017 9:47:44,,1500,,НАЛ,ПлюсНалик,,,,
02.03.2017 9:48:09,650,,,НАЛ,Подарки,,,,
02.03.2017 9:48:59,700,,,НАЛ,Продукты,,,,
02.03.2017 9:51:11,2000,,,Сбербанк зарплата,МинусКарта,,,,
02.03.2017 9:51:32,,2000,,Сбербанк Маша,ПлюсКарта,,,,
02.03.2017 9:54:27,150,,Канцтовары ,НАЛ,Дашины занятия,,,,
02.03.2017 10:48:46,510,,пиво,НАЛ,Развлечения,,,,
02.03.2017 10:49:32,170,,,НАЛ,Продукты,,,,
02.03.2017 21:38:34,300,,,Сбербанк Маша,Мобильная связь,,,,
02.03.2017 21:38:50,150,,Даша,Сбербанк Маша,Обед,,,,
03.03.2017 0:18:50,500,,Кофе на работе,НАЛ,Продукты,,,,
03.03.2017 2:44:20,282,,,Сбербанк Маша,Обед,,,,
03.03.2017 10:36:39,1000,,,Сбербанк зарплата,МинусКарта,,,,
03.03.2017 10:36:59,,1000,,НАЛ,ПлюсНалик,,,,
03.03.2017 10:37:20,250,,,НАЛ,Обед,,,,
03.03.2017 10:37:36,3043,,,Сбербанк зарплата,Продукты,,,,
04.03.2017 1:40:06,2000,,,"Отпуск, накопления",МинусОтпуск,,,,
04.03.2017 1:40:36,,2000,,Сбербанк Маша,ПлюсКарта,,,,
04.03.2017 3:34:22,3000,,,Сбербанк Маша,МинусКарта,,,,
04.03.2017 3:34:52,,3000,,НАЛ,ПлюсНалик,,,,
04.03.2017 3:35:13,190,,,Сбербанк Маша,Парфюмерия & косметика,,,,
04.03.2017 3:36:19,340,,,НАЛ,Продукты,,,,
04.03.2017 23:40:08,440,,,НАЛ,Развлечения,,,,
04.03.2017 23:40:28,1650,,,НАЛ,Дашины занятия,,,,
04.03.2017 23:49:57,,167,,Сбербанк Маша,CORR,,,,
05.03.2017 5:21:49,760,,,НАЛ,Продукты,,,,
05.03.2017 21:38:13,500,,,"Отпуск, накопления",МинусОтпуск,,,,
05.03.2017 21:38:27,,500,,Сбербанк Маша,ПлюсКарта,,,,
05.03.2017 21:38:47,100,,Даша,Сбербанк Маша,Обед,,,,
06.03.2017 1:45:17,400,,ДР Коллеги 2 шт,НАЛ,Подарки,,,,
06.03.2017 1:45:25,110,,,НАЛ,Обед,,,,
06.03.2017 2:28:56,1000,,,Сбербанк зарплата,МинусКарта,,,,
06.03.2017 2:29:20,,1000,,НАЛ,ПлюсНалик,,,,
06.03.2017 2:29:45,250,,,НАЛ,Обед,,,,
06.03.2017 2:43:05,200,,,НАЛ,Обед,,,,
06.03.2017 8:13:49,43,,,НАЛ,Продукты,,,,
06.03.2017 10:22:32,2500,,,"Отпуск, накопления",МинусОтпуск,,,,
06.03.2017 10:22:50,,2500,,Сбербанк Маша,ПлюсКарта,,,,
06.03.2017 10:23:01,1500,,,Сбербанк Маша,МинусКарта,,,,
06.03.2017 10:23:23,,1500,,НАЛ,ПлюсНалик,,,,
06.03.2017 10:23:43,600,,Цветы учителям,НАЛ,Подарки,,,,
06.03.2017 13:39:13,,24400,,Сбербанк зарплата,Сбербанк зарплата,,,,
06.03.2017 21:25:55,7000,,,Сбербанк зарплата,МинусКарта,,,,
06.03.2017 21:26:28,,7000,,Сбербанк Маша,Сбербанк Маша,,,,
06.03.2017 21:26:47,500,,,НАЛ,Подарки,,,,
06.03.2017 21:34:50,5000,,,Сбербанк Маша,МинусКарта,,,,
06.03.2017 21:35:01,,5000,,"Отпуск, накопления",ПлюсОтпуск,,,,
06.03.2017 21:36:01,1000,,,Сбербанк Маша,Дашины занятия,,,,
06.03.2017 21:36:15,100,,Даша,Сбербанк Маша,Обед,,,,
06.03.2017 21:55:43,200,,,НАЛ,CORR,,,,
06.03.2017 22:36:25,100,,,НАЛ,Обед,,,,
07.03.2017 1:16:31,169,,,Сбербанк Маша,Развлечения,,,,
07.03.2017 2:36:39,250,,,НАЛ,Обед,,,,
07.03.2017 8:24:00,515,,,Сбербанк Маша,Продукты,,,,
07.03.2017 9:50:30,250,,,НАЛ,Обед,,,,
07.03.2017 9:50:48,1000,,,Сбербанк зарплата,МинусКарта,,,,
07.03.2017 9:51:07,,1000,,НАЛ,ПлюсНалик,,,,
07.03.2017 9:51:43,1200,,взнос на 8 марта на работе,НАЛ,Непредвиденные расходы,,,,
07.03.2017 9:52:46,478,,,Сбербанк зарплата,Продукты,,,,
07.03.2017 22:31:27,5000,,,Сбербанк зарплата,МинусКарта,,,,
07.03.2017 22:31:40,,5000,,НАЛ,ПлюсНалик,,,,
07.03.2017 22:31:57,1800,,,НАЛ,Подарки,,,,
08.03.2017 1:58:32,1950,,,НАЛ,Дашины занятия,,,,
08.03.2017 1:58:45,500,,,НАЛ,Парикмахерская,,,,
08.03.2017 1:59:11,807,,Книги,НАЛ,Развлечения,,,,
08.03.2017 1:59:31,306,,Хозтовары,Сбербанк Маша,"Бытовая техника, мебель",,,,
08.03.2017 1:59:43,281,,,Сбербанк Маша,Продукты,,,,
08.03.2017 2:01:38,150,,Батарейки,НАЛ,"Бытовая техника, мебель",,,,
08.03.2017 8:01:15,3000,,,Сбербанк зарплата,МинусКарта,,,,
08.03.2017 8:01:29,,3000,,НАЛ,ПлюсНалик,,,,
08.03.2017 8:01:59,700,,,НАЛ,Обед,,,,
08.03.2017 8:02:11,250,,,НАЛ,Подарки,,,,
08.03.2017 8:02:22,1000,,,НАЛ,Дашины занятия,,,,
09.03.2017 8:28:40,250,,,НАЛ,Обед,,,,
09.03.2017 8:28:52,251,,,НАЛ,Продукты,,,,
09.03.2017 11:34:51,420,,,Сбербанк Маша,Развлечения,,,,
09.03.2017 11:35:08,250,,,НАЛ,Развлечения,,,,
09.03.2017 11:35:28,,23787,,ВТБ,ВТБ,,,,
09.03.2017 11:35:43,2000,,,"Отпуск, накопления",МинусОтпуск,,,,
09.03.2017 11:35:57,,2000,,Сбербанк Маша,ПлюсКарта,,,,
09.03.2017 11:36:12,2100,,,Сбербанк Маша,Дашины занятия,,,,
10.03.2017 0:28:03,4000,,,ВТБ,МинусКарта,,,,
10.03.2017 0:28:16,,4000,,НАЛ,ПлюсНалик,,,,
10.03.2017 0:28:28,100,,,НАЛ,Обед,,,,
10.03.2017 0:28:46,150,,Даша,Сбербанк Маша,Обед,,,,
10.03.2017 0:51:30,,300,,ВТБ,Мобильная связь,,,,
10.03.2017 3:55:17,200,,,НАЛ,Подарки,,,,
10.03.2017 3:55:37,281,,,НАЛ,Обед,,,,
10.03.2017 3:55:58,215,,,НАЛ,Продукты,,,,
10.03.2017 12:07:43,3292,,,ВТБ,Продукты,,,,
10.03.2017 12:08:06,320,,,НАЛ,Одежда,,,,
10.03.2017 12:13:03,700,,,ВТБ,CORR,,,,
11.03.2017 0:11:00,3199,,гантели,Росбанк кредит,Развлечения,,,,
11.03.2017 9:36:58,2390,,,ВТБ,Одежда,,,,
11.03.2017 9:38:03,900,,,НАЛ,Продукты,,,,
12.03.2017 7:12:43,2474,,,Сбербанк зарплата,Продукты,,,,
12.03.2017 7:13:27,2073,,,Сбербанк зарплата,Авто,,,,
12.03.2017 7:13:57,350,,,НАЛ,Развлечения,,,,
12.03.2017 22:55:51,150,,Даша,Сбербанк Маша,Обед,,,,
13.03.2017 3:37:45,1000,,,Сбербанк зарплата,МинусКарта,,,,
13.03.2017 3:37:58,,1000,,НАЛ,ПлюсНалик,,,,
13.03.2017 3:38:17,250,,,НАЛ,Обед,,,,
13.03.2017 7:55:48,,105000,,Сбербанк зарплата,Сбербанк зарплата,,,,
13.03.2017 14:45:57,1000,,,НАЛ,Дашины занятия,,,,
13.03.2017 14:47:23,700,,,НАЛ,CORR,,,,
14.03.2017 0:23:19,84000,,,Сбербанк зарплата,МинусКарта,,,,
14.03.2017 7:16:37,100,,,НАЛ,Дашины занятия,,,,
14.03.2017 7:30:05,375,,,НАЛ,Обед,,,,
14.03.2017 7:30:30,4900,,,ВТБ,МинусКарта,,,,
14.03.2017 7:31:32,,4900,,НАЛ,ПлюсНалик,,,,
14.03.2017 7:32:10,868,,,ВТБ,Медицина,,,,
14.03.2017 7:32:27,177,,,ВТБ,Продукты,,,,
14.03.2017 9:35:49,3900,,,НАЛ,Медицина,,,,
14.03.2017 9:42:28,,84000,,НАЛ,ПлюсНалик,,,,
14.03.2017 9:42:42,69000,,,НАЛ,Ипотека,,,,
14.03.2017 9:43:02,15000,,,НАЛ,МинусНалик,,,,
14.03.2017 9:43:42,,15000,,Росбанк кредит,ПлюсКарта,,,,
14.03.2017 9:45:21,1000,,,ВТБ,Продукты,,,,
14.03.2017 9:47:26,450,,,НАЛ,Продукты,,,,
15.03.2017 1:31:09,150,,,Сбербанк Маша,Обед,,,,
15.03.2017 1:31:21,100,,,ВТБ,Обед,,,,
15.03.2017 3:43:48,273,,,ВТБ,Парфюмерия & косметика,,,,
15.03.2017 7:59:13,300,,,ВТБ,Мобильная связь,,,,
15.03.2017 9:30:33,1000,,,ВТБ,Дашины занятия,,,,
15.03.2017 10:24:10,1000,,,Сбербанк зарплата,МинусКарта,,,,
15.03.2017 10:24:21,,1000,,Сбербанк Маша,ПлюсКарта,,,,
15.03.2017 10:24:33,220,,,НАЛ,Развлечения,,,,
15.03.2017 10:24:50,300,,,Сбербанк Маша,Развлечения,,,,
15.03.2017 10:25:54,250,,,НАЛ,Обед,,,,
16.03.2017 5:46:44,1000,,,Сбербанк зарплата,МинусКарта,,,,
16.03.2017 5:46:57,,1000,,НАЛ,ПлюсНалик,,,,
16.03.2017 5:47:09,250,,,НАЛ,Обед,,,,
16.03.2017 10:09:33,590,,,ВТБ,Продукты,,,,
16.03.2017 10:12:19,300,,,НАЛ,CORR,,,,
17.03.2017 3:49:53,375,,,ВТБ,Обед,,,,
17.03.2017 3:57:55,100,,,НАЛ,Дашины занятия,,,,
17.03.2017 3:58:14,80,,круассан,НАЛ,Обед,,,,
17.03.2017 3:58:33,600,,колбасофф,НАЛ,Обед,,,,
17.03.2017 11:04:18,3701,,,Сбербанк зарплата,Продукты,,,,
17.03.2017 11:04:36,305,,,ВТБ,Медицина,,,,
18.03.2017 3:29:51,280,,,НАЛ,Развлечения,,,,
18.03.2017 12:34:25,4000,,,ВТБ,МинусКарта,,,,
18.03.2017 12:34:54,,4000,,НАЛ,ПлюсНалик,,,,
18.03.2017 12:35:44,2900,,,НАЛ,Парикмахерская,,,,
18.03.2017 12:36:07,300,,,НАЛ,Продукты,,,,
19.03.2017 23:17:08,1000,,,Сбербанк зарплата,МинусКарта,,,,
19.03.2017 23:17:22,,1000,,НАЛ,ПлюсНалик,,,,
19.03.2017 23:17:36,80,,,НАЛ,Обед,,,,
19.03.2017 23:18:23,5000,,,Сбербанк зарплата,МинусКарта,,,,
19.03.2017 23:47:56,,5000,,Сбербанк Маша,ПлюсКарта,,,,
20.03.2017 3:52:29,280,,,НАЛ,Обед,,,,
20.03.2017 10:34:04,300,,,Сбербанк Маша,Развлечения,,,,
20.03.2017 10:34:23,1064,,,Сбербанк Маша,Продукты,,,,
20.03.2017 10:34:51,100,,,НАЛ,Продукты,,,,
20.03.2017 10:36:44,2000,,,Сбербанк зарплата,МинусКарта,,,,
20.03.2017 10:37:00,,2000,,НАЛ,ПлюсНалик,,,,
20.03.2017 10:37:14,400,,,НАЛ,Развлечения,,,,
20.03.2017 10:38:39,300,,,Сбербанк зарплата,CORR,,,,
20.03.2017 10:39:57,500,,,НАЛ,CORR,,,,
20.03.2017 10:43:20,4000,,,Сбербанк зарплата,МинусКарта,,,,
20.03.2017 10:43:32,,4000,,"Отпуск, накопления",На отпуск,,,,
20.03.2017 11:07:37,,20600,,Сбербанк зарплата,Сбербанк зарплата,,,,
21.03.2017 2:29:46,200,,,Сбербанк Маша,Обед,,,,
21.03.2017 2:30:09,300,,Завтрак,НАЛ,Обед,,,,
21.03.2017 3:24:54,190,,,Сбербанк Маша,Медицина,,,,
21.03.2017 4:28:39,330,,,НАЛ,Обед,,,,
21.03.2017 4:55:25,1000,,,Сбербанк Маша,Дашины занятия,,,,
21.03.2017 6:39:56,300,,,НАЛ,Продукты,,,,
21.03.2017 9:04:39,386,,,Сбербанк Маша,Продукты,,,,
